locality_num,state_abbr,locality_name,zipcode,work_gpci,pe_gpci,mp_gpci
21203,KY,ROCKCASTLE,,0.944,0.811,0.859
21205,KY,ROWAN,50470,0.944,0.831,0.920
21207,KY,RUSSELL,72139,0.944,0.803,0.899
21209,KY,SCOTT,72142,0.972,0.910,0.661
21211,KY,SHELBY,35143,0.973,0.898,0.672
21213,KY,SIMPSON,62985,0.944,0.850,0.647
21215,KY,SPENCER,83446,0.973,0.890,0.224
21217,KY,TAYLOR,85939,0.944,0.808,0.788
21219,KY,TODD,28684,0.947,0.823,0.593
21221,KY,TRIGG,,0.954,0.825,0.437
21223,KY,TRIMBLE,64492,0.973,0.857,0.356
21225,KY,UNION,60180,0.947,0.832,0.548
21227,KY,WARREN,71671,0.957,0.875,0.962
21229,KY,WASHINGTON,71862,0.944,0.840,0.338
21231,KY,WAYNE,60184,0.944,0.800,0.605
21233,KY,WEBSTER,33597,0.947,0.827,0.361
21235,KY,WHITLEY,,0.944,0.816,0.936
21237,KY,WOLFE,,0.942,0.767,0.514
21239,KY,WOODFORD,22580,0.972,0.882,0.582
22001,LA,ACADIA,,0.966,0.841,0.779
22003,LA,ALLEN,66833,0.967,0.826,0.923
22005,LA,ASCENSION,,0.971,0.919,0.805
22007,LA,ASSUMPTION,62510,0.969,0.823,0.869
22009,LA,AVOYELLES,,0.967,0.833,0.750
22011,LA,BEAUREGARD,,0.967,0.850,0.816
22013,LA,BIENVILLE,71008,0.970,0.812,0.961
22015,LA,BOSSIER,,0.974,0.891,0.865
22017,LA,CADDO,74729,0.974,0.873,0.926
22019,LA,CALCASIEU,,0.974,0.894,1.019
22021,LA,CALDWELL,72322,0.970,0.812,0.738
22023,LA,CAMERON,86020,0.974,0.890,0.528
22025,LA,CATAHOULA,,0.970,0.806,0.047
22027,LA,CLAIBORNE,21624,0.970,0.796,0.770
22029,LA,CONCORDIA,66901,0.970,0.822,0.746
22031,LA,DE SOTO,31743,0.974,0.799,0.510
22033,LA,EAST BATON ROUGE,,0.971,0.907,0.976
22035,LA,EAST CARROLL,,0.970,0.802,1.062
22037,LA,EAST FELICIANA,,0.971,0.835,0.390
22039,LA,EVANGELINE,70537,0.967,0.817,0.751
22041,LA,FRANKLIN,36444,0.970,0.822,0.653
22043,LA,GRANT,35747,0.968,0.814,1.333
22045,LA,IBERIA,65486,0.966,0.848,0.901
22047,LA,IBERVILLE,,0.971,0.846,0.750
22049,LA,JACKSON,36545,0.970,0.797,0.746
22051,LA,JEFFERSON,36745,0.978,0.932,1.128
22053,LA,JEFFERSON DAVIS,,0.969,0.824,0.745
22055,LA,LAFAYETTE,36862,0.966,0.872,0.990
22057,LA,LAFOURCHE,,0.970,0.874,1.004
22059,LA,LASALLE,,0.967,0.834,0.713
22061,LA,LINCOLN,35096,0.970,0.841,0.766
22063,LA,LIVINGSTON,35470,0.971,0.901,0.599
22065,LA,MADISON,35756,0.970,0.790,0.493
22067,LA,MOREHOUSE,63868,0.970,0.817,0.668
22069,LA,NATCHITOCHES,71457,0.967,0.843,0.795
22071,LA,ORLEANS,95556,0.978,0.940,1.141
22073,LA,OUACHITA,,0.960,0.850,0.975
22075,LA,PLAQUEMINES,,0.978,0.917,0.379
22077,LA,POINTE COUPEE,,0.971,0.886,0.638
22079,LA,RAPIDES,,0.968,0.854,1.004
22081,LA,RED RIVER,87558,0.967,0.829,0.801
22083,LA,RICHLAND,31825,0.970,0.834,0.722
22085,LA,SABINE,25916,0.967,0.821,0.476
22087,LA,ST. BERNARD,,0.978,0.904,1.049
22089,LA,ST. CHARLES,,0.978,0.925,1.006
22091,LA,ST. HELENA,,0.971,0.862,0.711
22093,LA,ST. JAMES,,0.978,0.881,0.644
22095,LA,ST. JOHN THE BAPTIST,,0.978,0.907,0.863
22097,LA,ST. LANDRY,,0.969,0.821,0.947
22099,LA,ST. MARTIN,,0.966,0.823,0.832
22101,LA,ST. MARY,,0.969,0.834,0.800
22103,LA,ST. TAMMANY,,0.978,0.936,1.026
22105,LA,TANGIPAHOA,70465,0.964,0.874,0.913
22107,LA,TENSAS,,0.970,0.792,0.747
22109,LA,TERREBONNE,97760,0.970,0.878,1.028
22111,LA,UNION,60180,0.960,0.819,0.474
22113,LA,VERMILION,61955,0.966,0.831,0.663
22115,LA,VERNON,35592,0.967,0.868,0.806
22117,LA,WASHINGTON,71862,0.969,0.807,0.746
22119,LA,WEBSTER,33597,0.974,0.839,0.812
22121,LA,WEST BATON ROUGE,,0.971,0.879,0.333
22123,LA,WEST CARROLL,,0.970,0.815,0.907
22125,LA,WEST FELICIANA,,0.971,0.889,0.705
22127,LA,WINN,4495,0.967,0.806,1.160
23001,ME,ANDROSCOGGIN,,0.971,0.868,0.603
23003,ME,AROOSTOOK,,0.966,0.875,0.621
23005,ME,CUMBERLAND,50843,0.977,0.968,0.634
23007,ME,FRANKLIN,36444,0.967,0.911,0.715
23009,ME,HANCOCK,51536,0.968,0.917,0.547
23011,ME,KENNEBEC,57544,0.967,0.923,0.543
23013,ME,KNOX,46534,0.967,0.936,0.524
23015,ME,LINCOLN,35096,0.967,0.923,0.524
23017,ME,OXFORD,36203,0.967,0.894,0.601
23019,ME,PENOBSCOT,4476,0.968,0.932,0.660
23021,ME,PISCATAQUIS,,0.968,0.895,0.459
23023,ME,SAGADAHOC,,0.967,0.931,0.415
23025,ME,SOMERSET,95684,0.967,0.898,0.586
23027,ME,WALDO,71770,0.967,0.902,0.642
23029,ME,WASHINGTON,71862,0.966,0.867,0.436
23031,ME,YORK,36925,0.989,0.919,0.551
24001,MD,ALLEGANY,14706,0.976,0.866,1.011
24003,MD,ANNE ARUNDEL,,1.012,1.100,1.024
24005,MD,BALTIMORE,21201,1.012,1.044,1.135
24009,MD,CALVERT,36513,1.050,1.043,0.819
24011,MD,CAROLINE,54928,0.980,0.937,0.530
24013,MD,CARROLL,51401,1.012,1.009,0.828
24015,MD,CECIL,36013,1.013,0.984,0.733
24017,MD,CHARLES,,1.050,1.100,0.813
24019,MD,DORCHESTER,52140,0.980,0.914,0.673
24021,MD,FREDERICK,80530,1.050,1.075,0.809
24023,MD,GARRETT,46738,0.980,0.872,0.936
24025,MD,HARFORD,13784,1.012,1.025,0.818
24027,MD,HOWARD,81233,1.012,1.106,0.895
24029,MD,KENT,6757,0.980,0.932,0.767
24031,MD,MONTGOMERY,36101,1.050,1.145,0.978
24033,MD,PRINCE GEORGES,,1.050,1.109,1.030
24035,MD,QUEEN ANNES,,1.012,1.051,0.640
24037,MD,ST. MARYS,,1.019,1.039,0.901
24039,MD,SOMERSET,95684,0.984,0.912,0.612
24041,MD,TALBOT,,0.980,0.953,0.940
24043,MD,WASHINGTON,71862,0.978,0.920,0.923
24045,MD,WICOMICO,23184,0.984,0.952,0.986
24047,MD,WORCESTER,1602,0.984,0.929,0.783
24510,MD,BALTIMORE CITY,,1.012,1.008,1.510
25001,MA,BARNSTABLE,2630,1.001,1.079,0.788
25003,MA,BERKSHIRE,1224,0.995,0.907,0.785
25005,MA,BRISTOL,6010,1.017,0.996,0.834
25007,MA,DUKES,,0.997,1.045,0.205
25009,MA,ESSEX,92332,1.045,1.115,0.763
25011,MA,FRANKLIN,36444,0.997,0.939,0.554
25013,MA,HAMPDEN,4444,1.003,0.926,0.963
25015,MA,HAMPSHIRE,60140,0.997,0.961,0.530
25017,MA,MIDDLESEX,8846,1.045,1.190,0.788
25019,MA,NANTUCKET,2554,0.997,1.127,0.836
25021,MA,NORFOLK,6058,1.030,1.157,0.706
25023,MA,PLYMOUTH,95669,1.008,1.079,0.775
25025,MA,SUFFOLK,23432,1.045,1.160,1.074
25027,MA,WORCESTER,1602,1.009,1.017,0.839
26001,MI,ALCONA,,0.955,0.848,0.519
26003,MI,ALGER,48610,0.960,0.867,0.737
26005,MI,ALLEGAN,49010,0.965,0.899,0.682
26007,MI,ALPENA,72611,0.955,0.843,1.176
26009,MI,ANTRIM,3440,0.958,0.902,0.523
26011,MI,ARENAC,,0.955,0.851,0.763
26013,MI,BARAGA,49908,0.960,0.854,0.850
26015,MI,BARRY,62312,0.974,0.910,0.917
26017,MI,BAY,72411,0.973,0.885,1.157
26019,MI,BENZIE,,0.958,0.897,0.635
26021,MI,BERRIEN,,0.969,0.863,1.046
26023,MI,BRANCH,72928,0.965,0.871,0.992
26025,MI,CALHOUN,30701,0.982,0.906,1.185
26027,MI,CASS,24927,0.970,0.896,0.694
26029,MI,CHARLEVOIX,49720,0.958,0.883,1.354
26031,MI,CHEBOYGAN,49721,0.955,0.870,0.970
26033,MI,CHIPPEWA,,0.960,0.872,1.147
26035,MI,CLARE,60111,0.955,0.863,0.739
26037,MI,CLINTON,35448,0.987,0.926,0.632
26039,MI,CRAWFORD,81415,0.955,0.873,1.320
26041,MI,DELTA,36258,0.960,0.852,0.786
26043,MI,DICKINSON,36436,0.960,0.851,0.946
26045,MI,EATON,80615,0.987,0.924,0.679
26047,MI,EMMET,71835,0.958,0.909,1.362
26049,MI,GENESEE,83832,0.965,0.893,1.170
26051,MI,GLADWIN,48624,0.955,0.844,0.661
26053,MI,GOGEBIC,,0.960,0.837,0.586
26055,MI,GRAND TRAVERSE,,0.958,0.927,1.141
26057,MI,GRATIOT,43740,0.965,0.867,0.948
26059,MI,HILLSDALE,61257,0.965,0.870,1.089
26061,MI,HOUGHTON,52631,0.960,0.854,0.970
26063,MI,HURON,93234,0.965,0.855,1.147
26065,MI,INGHAM,,0.987,0.929,1.053
26067,MI,IONIA,50645,0.965,0.891,0.787
26069,MI,IOSCO,,0.955,0.842,0.967
26071,MI,IRON,55751,0.960,0.871,0.587
26073,MI,ISABELLA,55607,0.965,0.878,0.959
26075,MI,JACKSON,36545,0.978,0.911,1.254
26077,MI,KALAMAZOO,49001,0.978,0.916,1.187
26079,MI,KALKASKA,49646,0.958,0.868,0.700
26081,MI,KENT,6757,0.974,0.932,1.056
26083,MI,KEWEENAW,,0.960,0.834,0.727
26085,MI,LAKE,48632,0.965,0.869,0.440
26087,MI,LAPEER,48446,0.993,0.881,1.200
26089,MI,LEELANAU,,0.958,0.931,0.332
26091,MI,LENAWEE,,0.965,0.895,0.932
26093,MI,LIVINGSTON,35470,0.993,0.914,0.774
26095,MI,LUCE,,0.960,0.863,0.961
26097,MI,MACKINAC,,0.960,0.876,1.377
26099,MI,MACOMB,61455,0.993,0.910,1.629
26101,MI,MANISTEE,49660,0.958,0.875,0.946
26103,MI,MARQUETTE,52158,0.960,0.890,1.230
26105,MI,MASON,62443,0.965,0.881,0.843
26107,MI,MECOSTA,49332,0.965,0.878,0.920
26109,MI,MENOMINEE,49858,0.960,0.850,0.429
26111,MI,MIDLAND,72945,0.997,0.921,1.233
26113,MI,MISSAUKEE,,0.958,0.869,0.518
26115,MI,MONROE,72108,0.981,0.882,1.035
26117,MI,MONTCALM,24737,0.974,0.880,0.920
26119,MI,MONTMORENCY,,0.955,0.851,0.278
26121,MI,MUSKEGON,49440,0.969,0.907,1.227
26123,MI,NEWAYGO,49337,0.965,0.877,1.040
26125,MI,OAKLAND,72661,0.993,0.942,1.817
26127,MI,OCEANA,24870,0.965,0.870,0.694
26129,MI,OGEMAW,,0.955,0.860,1.117
26131,MI,ONTONAGON,49953,0.960,0.822,0.878
26133,MI,OSCEOLA,72370,0.965,0.865,0.910
26135,MI,OSCODA,48750,0.955,0.859,0.218
26137,MI,OTSEGO,49078,0.955,0.881,1.055
26139,MI,OTTAWA,61350,0.974,0.921,0.902
26141,MI,PRESQUE ISLE,4769,0.955,0.835,0.498
26143,MI,ROSCOMMON,48653,0.955,0.858,0.538
26145,MI,SAGINAW,35137,0.969,0.885,1.180
26147,MI,ST. CLAIR,,0.993,0.873,1.226
26149,MI,ST. JOSEPH,,0.965,0.872,0.851
26151,MI,SANILAC,,0.965,0.867,0.670
26153,MI,SCHOOLCRAFT,49087,0.960,0.833,0.746
26155,MI,SHIAWASSEE,,0.965,0.881,1.069
26157,MI,TUSCOLA,61953,0.965,0.864,0.786
26159,MI,VAN BUREN,72956,0.978,0.883,1.040
26161,MI,WASHTENAW,,0.990,1.010,1.085
26163,MI,WAYNE,60184,0.993,0.894,1.784
26165,MI,WEXFORD,15090,0.958,0.884,1.029
27001,MN,AITKIN,56431,0.969,0.892,0.221
27003,MN,ANOKA,55303,1.013,1.049,0.290
27005,MN,BECKER,55308,0.964,0.917,0.240
27007,MN,BELTRAMI,56517,0.964,0.934,0.298
27009,MN,BENTON,72015,0.983,0.931,0.080
27011,MN,BIG STONE,,0.969,0.889,0.285
27013,MN,BLUE EARTH,56013,0.984,0.958,0.297
27015,MN,BROWN,,0.979,0.914,0.267
27017,MN,CARLTON,30627,0.972,0.931,0.168
27019,MN,CARVER,2330,1.013,1.057,0.284
27021,MN,CASS,24927,0.964,0.915,0.178
27023,MN,CHIPPEWA,,0.969,0.898,0.185
27025,MN,CHISAGO,,1.013,1.009,0.316
27027,MN,CLAY,35048,0.977,0.929,0.081
27029,MN,CLEARWATER,33755,0.964,0.901,0.070
27031,MN,COOK,55723,0.969,0.913,0.165
27033,MN,COTTONWOOD,36320,0.969,0.883,0.264
27035,MN,CROW WING,,0.964,0.929,0.267
27037,MN,DAKOTA,61018,1.013,1.066,0.265
27039,MN,DODGE,68633,0.996,0.964,0.169
27041,MN,DOUGLAS,35964,0.964,0.915,0.293
27043,MN,FARIBAULT,55021,0.979,0.890,0.147
27045,MN,FILLMORE,93015,0.996,0.939,0.154
27047,MN,FREEBORN,56032,0.979,0.911,0.283
27049,MN,GOODHUE,55027,0.979,0.932,0.291
27051,MN,GRANT,35747,0.964,0.891,0.219
27053,MN,HENNEPIN,61327,1.013,1.073,0.294
27055,MN,HOUSTON,35572,0.979,0.921,0.152
27057,MN,HUBBARD,50122,0.964,0.909,0.197
27059,MN,ISANTI,55040,1.013,1.016,0.262
27061,MN,ITASCA,60143,0.969,0.919,0.237
27063,MN,JACKSON,36545,0.969,0.893,0.176
27065,MN,KANABEC,,0.969,0.898,0.261
27067,MN,KANDIYOHI,56251,0.969,0.897,0.260
27069,MN,KITTSON,,0.964,0.894,0.111
27071,MN,KOOCHICHING,,0.969,0.884,0.185
27073,MN,LAC QUI PARLE,,0.969,0.882,0.097
27075,MN,LAKE,48632,0.969,0.942,0.157
27077,MN,LAKE OF THE WOODS,,0.964,0.919,0.406
27079,MN,LE SUEUR,56058,1.013,0.960,0.087
27081,MN,LINCOLN,35096,0.969,0.882,0.191
27083,MN,LYON,38645,0.969,0.885,0.147
27085,MN,MCLEOD,58057,0.969,0.913,0.261
27087,MN,MAHNOMEN,56557,0.964,0.895,0.030
27089,MN,MARSHALL,99585,0.964,0.907,0.129
27091,MN,MARTIN,30557,0.979,0.904,0.234
27093,MN,MEEKER,81641,0.969,0.912,0.140
27095,MN,MILLE LACS,,1.013,0.971,0.320
27097,MN,MORRISON,80465,0.964,0.909,0.151
27099,MN,MOWER,,0.979,0.934,0.290
27101,MN,MURRAY,83874,0.969,0.881,0.088
27103,MN,NICOLLET,56074,0.984,0.936,0.280
27105,MN,NOBLES,,0.969,0.921,0.259
27107,MN,NORMAN,71960,0.964,0.906,0.101
27109,MN,OLMSTED,62970,0.996,1.004,0.357
27111,MN,OTTER TAIL,,0.964,0.910,0.208
27113,MN,PENNINGTON,36916,0.964,0.939,0.133
27115,MN,PINE,85544,0.969,0.918,0.109
27117,MN,PIPESTONE,56164,0.969,0.888,0.119
27119,MN,POLK,65727,0.971,0.895,0.183
27121,MN,POPE,38658,0.964,0.914,0.217
27123,MN,RAMSEY,62080,1.013,1.041,0.294
27125,MN,RED LAKE,56671,0.964,0.907,N/A
27127,MN,REDWOOD,39156,0.969,0.897,0.219
27129,MN,RENVILLE,56284,0.969,0.895,0.177
27131,MN,RICE,56367,0.979,0.953,0.228
27133,MN,ROCK,67131,0.969,0.903,0.178
27135,MN,ROSEAU,56751,0.964,0.903,0.241
27137,MN,ST. LOUIS,,0.972,0.931,0.325
27139,MN,SCOTT,72142,1.013,1.055,0.277
27141,MN,SHERBURNE,13460,1.013,1.011,0.158
27143,MN,SIBLEY,61773,1.013,0.952,0.156
27145,MN,STEARNS,42647,0.983,0.952,0.318
27147,MN,STEELE,35987,0.979,0.935,0.273
27149,MN,STEVENS,17578,0.964,0.911,0.359
27151,MN,SWIFT,,0.969,0.898,0.166
27153,MN,TODD,28684,0.964,0.894,0.193
27155,MN,TRAVERSE,,0.964,0.873,0.091
27157,MN,WABASHA,55981,0.996,0.935,0.225
27159,MN,WADENA,52169,0.964,0.904,0.229
27161,MN,WASECA,56093,0.979,0.912,0.138
27163,MN,WASHINGTON,71862,1.013,1.074,0.272
27165,MN,WATONWAN,,0.979,0.905,0.155
27167,MN,WILKIN,,0.964,0.875,0.141
27169,MN,WINONA,67764,0.979,0.923,0.222
27171,MN,WRIGHT,72182,1.013,1.003,0.249
27173,MN,YELLOW MEDICINE,,0.969,0.902,0.149
28001,MS,ADAMS,41201,0.948,0.812,0.545
28003,MS,ALCORN,,0.941,0.806,0.735
28005,MS,AMITE,70422,0.948,0.803,0.405
28007,MS,ATTALA,,0.941,0.813,0.440
28009,MS,BENTON,72015,0.974,0.835,0.098
28011,MS,BOLIVAR,65613,0.941,0.810,0.933
28013,MS,CALHOUN,30701,0.941,0.796,0.505
28015,MS,CARROLL,51401,0.941,0.782,0.709
28017,MS,CHICKASAW,45826,0.941,0.801,0.246
28019,MS,CHOCTAW,72028,0.941,0.784,0.512
28021,MS,CLAIBORNE,21624,0.948,0.788,0.418
28023,MS,CLARKE,,0.943,0.786,0.184
28025,MS,CLAY,35048,0.941,0.810,0.508
28027,MS,COAHOMA,38617,0.941,0.791,0.539
28029,MS,COPIAH,,0.952,0.823,0.516
28031,MS,COVINGTON,30014,0.943,0.791,0.369
28033,MS,DESOTO,75115,0.974,0.930,0.710
28035,MS,FORREST,61741,0.940,0.841,0.846
28037,MS,FRANKLIN,36444,0.948,0.817,0.606
28039,MS,GEORGE,51237,0.943,0.820,0.554
28041,MS,GREENE,50636,0.943,0.798,0.151
28043,MS,GRENADA,96038,0.941,0.823,0.598
28045,MS,HANCOCK,51536,0.958,0.864,0.512
28047,MS,HARRISON,72601,0.958,0.867,0.637
28049,MS,HINDS,,0.952,0.879,0.798
28051,MS,HOLMES,12531,0.941,0.759,0.443
28053,MS,HUMPHREYS,64646,0.941,0.791,0.181
28055,MS,ISSAQUENA,,0.941,0.802,N/A
28057,MS,ITAWAMBA,,0.941,0.825,0.250
28059,MS,JACKSON,36545,0.958,0.857,0.735
28061,MS,JASPER,35501,0.943,0.799,0.368
28063,MS,JEFFERSON,36745,0.948,0.757,0.895
28065,MS,JEFFERSON DAVIS,,0.943,0.808,0.713
28067,MS,JONES,36749,0.943,0.819,0.638
28069,MS,KEMPER,,0.943,0.751,0.848
28071,MS,LAFAYETTE,36862,0.941,0.877,0.763
28073,MS,LAMAR,72846,0.940,0.862,0.321
28075,MS,LAUDERDALE,39335,0.943,0.821,0.887
28077,MS,LAWRENCE,66044,0.948,0.809,0.385
28079,MS,LEAKE,,0.943,0.826,0.518
28081,MS,LEE,32059,0.941,0.843,0.781
28083,MS,LEFLORE,74942,0.941,0.813,0.613
28085,MS,LINCOLN,35096,0.948,0.817,0.603
28087,MS,LOWNDES,63951,0.941,0.828,0.798
28089,MS,MADISON,35756,0.952,0.891,0.440
28091,MS,MARION,36756,0.943,0.811,0.570
28093,MS,MARSHALL,99585,0.974,0.880,0.385
28095,MS,MONROE,72108,0.941,0.822,0.546
28097,MS,MONTGOMERY,36101,0.941,0.807,0.601
28099,MS,NESHOBA,,0.943,0.805,0.476
28101,MS,NEWTON,36352,0.943,0.771,0.268
28103,MS,NOXUBEE,,0.941,0.795,0.360
28105,MS,OKTIBBEHA,,0.941,0.841,0.583
28107,MS,PANOLA,35477,0.941,0.824,0.420
28109,MS,PEARL RIVER,70452,0.943,0.833,0.469
28111,MS,PERRY,72125,0.940,0.758,0.442
28113,MS,PIKE,3780,0.948,0.840,0.770
28115,MS,PONTOTOC,38863,0.941,0.822,0.313
28117,MS,PRENTISS,39474,0.941,0.810,0.476
28119,MS,QUITMAN,72131,0.941,0.786,0.592
28121,MS,RANKIN,60960,0.952,0.912,0.753
28123,MS,SCOTT,72142,0.943,0.814,0.328
28125,MS,SHARKEY,,0.941,0.789,0.389
28127,MS,SIMPSON,62985,0.952,0.834,0.423
28129,MS,SMITH,89430,0.943,0.792,0.398
28131,MS,STONE,41567,0.943,0.815,0.496
28133,MS,SUNFLOWER,36581,0.941,0.801,0.691
28135,MS,TALLAHATCHIE,,0.941,0.796,0.394
28137,MS,TATE,30177,0.974,0.884,0.445
28139,MS,TIPPAH,,0.941,0.801,0.314
28141,MS,TISHOMINGO,38873,0.941,0.787,0.380
28143,MS,TUNICA,70782,0.974,0.891,0.398
28145,MS,UNION,60180,0.941,0.831,0.547
28147,MS,WALTHALL,39771,0.948,0.829,0.539
28149,MS,WARREN,71671,0.948,0.845,0.585
28151,MS,WASHINGTON,71862,0.941,0.803,0.604
28153,MS,WAYNE,60184,0.943,0.799,0.580
28155,MS,WEBSTER,33597,0.941,0.798,0.311
28157,MS,WILKINSON,46186,0.948,0.778,0.386
28159,MS,WINSTON,30187,0.941,0.786,0.373
28161,MS,YALOBUSHA,,0.941,0.785,0.136
28163,MS,YAZOO,,0.952,0.843,0.452
29001,MO,ADAIR,61411,0.940,0.786,0.677
29003,MO,ANDREW,52030,0.959,0.865,0.437
29005,MO,ATCHISON,66002,0.940,0.773,0.838
29007,MO,AUDRAIN,,0.940,0.784,0.415
29009,MO,BARRY,62312,0.946,0.824,0.768
29011,MO,BARTON,72312,0.946,0.812,0.746
29013,MO,BATES,97817,0.979,0.855,0.942
29015,MO,BENTON,72015,0.941,0.842,0.438
29017,MO,BOLLINGER,,0.950,0.838,0.811
29019,MO,BOONE,81025,0.961,0.887,1.111
29021,MO,BUCHANAN,30113,0.959,0.861,1.009
29023,MO,BUTLER,36904,0.941,0.821,0.818
29025,MO,CALDWELL,72322,0.979,0.850,0.221
29027,MO,CALLAWAY,20620,0.941,0.851,0.376
29029,MO,CAMDEN,36726,0.941,0.837,0.968
29031,MO,CAPE GIRARDEAU,63701,0.950,0.867,1.089
29033,MO,CARROLL,51401,0.940,0.792,0.926
29035,MO,CARTER,59420,0.941,0.809,0.504
29037,MO,CASS,24927,0.979,0.895,0.607
29039,MO,CEDAR,52543,0.946,0.827,0.403
29041,MO,CHARITON,50049,0.940,0.760,0.360
29043,MO,CHRISTIAN,,0.947,0.857,1.315
29045,MO,CLARK,80428,0.940,0.767,0.045
29047,MO,CLAY,35048,0.979,0.917,1.055
29049,MO,CLINTON,35448,0.979,0.865,0.660
29051,MO,COLE,,0.941,0.836,1.039
29053,MO,COOPER,50059,0.941,0.832,0.508
29055,MO,CRAWFORD,81415,0.941,0.833,0.306
29057,MO,DADE,,0.946,0.814,0.571
29059,MO,DALLAS,30132,0.947,0.816,0.081
29061,MO,DAVIESS,,0.940,0.778,0.514
29063,MO,DEKALB,60115,0.959,0.856,0.893
29065,MO,DENT,56528,0.941,0.833,0.632
29067,MO,DOUGLAS,35964,0.941,0.819,0.149
29069,MO,DUNKLIN,,0.941,0.805,0.450
29071,MO,FRANKLIN,36444,0.977,0.891,0.893
29073,MO,GASCONADE,,0.941,0.819,0.454
29075,MO,GENTRY,72734,0.940,0.764,0.724
29077,MO,GREENE,50636,0.947,0.865,1.069
29079,MO,GRUNDY,24614,0.940,0.774,0.586
29081,MO,HARRISON,72601,0.940,0.784,0.402
29083,MO,HENRY,61537,0.941,0.830,0.980
29085,MO,HICKORY,42051,0.941,0.820,0.374
29087,MO,HOLT,95234,0.940,0.775,0.134
29089,MO,HOWARD,81233,0.941,0.849,0.396
29091,MO,HOWELL,48843,0.941,0.810,0.918
29093,MO,IRON,55751,0.941,0.811,0.460
29095,MO,JACKSON,36545,0.979,0.913,0.984
29097,MO,JASPER,35501,0.963,0.867,1.109
29099,MO,JEFFERSON,36745,0.977,0.901,0.759
29101,MO,JOHNSON,72741,0.941,0.840,0.707
29103,MO,KNOX,46534,0.940,0.784,0.522
29105,MO,LACLEDE,83841,0.941,0.839,0.798
29107,MO,LAFAYETTE,36862,0.979,0.874,0.452
29109,MO,LAWRENCE,66044,0.946,0.832,0.258
29111,MO,LEWIS,81327,0.940,0.775,0.101
29113,MO,LINCOLN,35096,0.977,0.899,0.535
29115,MO,LINN,66953,0.940,0.782,0.522
29117,MO,LIVINGSTON,35470,0.940,0.792,0.688
29119,MO,MCDONALD,88262,0.967,0.848,0.164
29121,MO,MACON,31201,0.940,0.796,0.638
29123,MO,MADISON,35756,0.941,0.836,0.529
29125,MO,MARIES,,0.941,0.798,0.471
29127,MO,MARION,36756,0.940,0.801,0.907
29129,MO,MERCER,64661,0.940,0.795,0.036
29131,MO,MILLER,65707,0.941,0.834,0.599
29133,MO,MISSISSIPPI,,0.941,0.804,0.422
29135,MO,MONITEAU,,0.941,0.828,0.413
29137,MO,MONROE,72108,0.940,0.783,0.443
29139,MO,MONTGOMERY,36101,0.940,0.788,0.222
29141,MO,MORGAN,39866,0.941,0.823,0.354
29143,MO,NEW MADRID,63869,0.941,0.822,0.430
29145,MO,NEWTON,36352,0.963,0.856,0.562
29147,MO,NODAWAY,50857,0.940,0.791,0.640
29149,MO,OREGON,61061,0.941,0.803,0.382
29151,MO,OSAGE,50461,0.941,0.813,0.589
29153,MO,OZARK,36360,0.941,0.824,0.576
29155,MO,PEMISCOT,,0.941,0.811,0.724
29157,MO,PERRY,72125,0.941,0.850,0.592
29159,MO,PETTIS,,0.941,0.846,0.921
29161,MO,PHELPS,41553,0.941,0.844,0.986
29163,MO,PIKE,3780,0.940,0.787,0.417
29165,MO,PLATTE,57369,0.979,0.934,0.631
29167,MO,POLK,65727,0.947,0.833,1.003
29169,MO,PULASKI,30451,0.941,0.856,0.604
29171,MO,PUTNAM,6260,0.940,0.775,0.281
29173,MO,RALLS,79357,0.940,0.792,0.497
29175,MO,RANDOLPH,36792,0.940,0.775,0.722
29177,MO,RAY,48096,0.979,0.874,0.635
29179,MO,REYNOLDS,31076,0.941,0.820,0.088
29181,MO,RIPLEY,38663,0.941,0.803,0.073
29183,MO,ST. CHARLES,,0.977,0.951,0.883
29185,MO,ST. CLAIR,,0.941,0.812,0.570
29186,MO,STE. GENEVIEVE,,0.941,0.827,0.754
29187,MO,ST. FRANCOIS,,0.941,0.826,0.763
29189,MO,ST. LOUIS,,0.977,0.940,0.994
29195,MO,SALINE,71070,0.941,0.834,0.735
29197,MO,SCHUYLER,68661,0.940,0.766,0.397
29199,MO,SCOTLAND,72141,0.940,0.759,0.771
29201,MO,SCOTT,72142,0.941,0.835,0.879
29203,MO,SHANNON,35142,0.941,0.801,0.113
29205,MO,SHELBY,35143,0.940,0.772,0.531
29207,MO,STODDARD,3464,0.941,0.817,0.510
29209,MO,STONE,41567,0.946,0.840,0.254
29211,MO,SULLIVAN,61951,0.940,0.771,0.380
29213,MO,TANEY,,0.946,0.853,0.993
29215,MO,TEXAS,,0.941,0.797,0.711
29217,MO,VERNON,35592,0.946,0.843,0.655
29219,MO,WARREN,71671,0.977,0.899,0.351
29221,MO,WASHINGTON,71862,0.941,0.811,0.604
29223,MO,WAYNE,60184,0.941,0.805,0.597
29225,MO,WEBSTER,33597,0.947,0.833,0.413
29227,MO,WORTH,60482,0.940,0.787,0.575
29229,MO,WRIGHT,72182,0.941,0.795,0.226
29510,MO,ST. LOUIS CITY,,0.977,0.930,1.237
30001,MT,BEAVERHEAD,,0.969,0.871,0.734
30003,MT,BIG HORN,82833,0.965,0.881,0.648
30005,MT,BLAINE,41124,0.965,0.867,0.647
30007,MT,BROADWATER,69125,0.969,0.904,0.438
30009,MT,CARBON,47837,0.976,0.939,0.682
